description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
item -> added mod 7	1			100	16	366	982		2	ring	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	res-all	100		4	6																																																																					0
item -> added mod 8	1			100	16	366	1000		2	ring	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	all-stats	100		4	6																																																																					0
AMULETS --------------------------------	0																																																																																																							0
Tier 1	0																																																																																																							0
item -> added mod 1	1			100	16	366	295		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	str	100		6	12																																																																					0
item -> added mod 2	1			100	16	366	340		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	dex	100		6	12																																																																					0
item -> added mod 3	1			100	16	366	385		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	vit	100		6	12																																																																					0
item -> added mod 4	1			100	16	366	430		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	enr	100		6	12																																																																					0
item -> added mod 5	1			100	16	366	475		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	res-fire	100		15	20																																																																					0
item -> added mod 6	1			100	16	366	520		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	res-cold	100		15	20																																																																					0
item -> added mod 7	1			100	16	366	565		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	res-ltng	100		15	20																																																																					0
item -> added mod 8	1			100	16	366	610		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	res-pois	100		15	20																																																																					0
Tier 2	0																																																																																																							0
item -> added mod 1	1			100	16	366	640		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	all-stats	100		5	8																																																																					0
item -> added mod 2	1			100	16	366	670		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	mag%	100		20	30																																																																					0
item -> added mod 3	1			100	16	366	700		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	gold%	100		60	100																																																																					0
item -> added mod 4	1			100	16	366	730		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	pierce	100		10	20																																																																					0
item -> added mod 5	1			100	16	366	760		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	regen	100		15	25																																																																					0
item -> added mod 6	1			100	16	366	790		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	heal-kill	100		2	3																																																																					0
item -> added mod 7	1			100	16	366	820		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	mana-kill	100		2	3																																																																					0
item -> added mod 8	1			100	16	366	850		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	balance1	100		10	10																																																																					0
Tier 3	0																																																																																																							0
item -> added mod 1	1			100	16	366	869		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	move1	100		10	10																																																																					0
item -> added mod 2	1			100	16	366	888		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	dmg%	100		30	40																																																																					0
item -> added mod 3	1			100	16	366	907		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	allskills	100		1	1																																																																					0
item -> added mod 4	1			100	16	366	925		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	block	100		10	10																																																																					0
item -> added mod 5	1			100	16	366	944		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	res-all-max	100		1	2																																																																					0
item -> added mod 6	1			100	16	366	963		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	cast1	100		10	10																																																																					0
item -> added mod 7	1			100	16	366	982		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	res-all	100		5	10																																																																					0
item -> added mod 8	1			100	16	366	1000		2	amul	wss						useitem			100	corrupt	100		-1	-1	corruptnum	100		1001	1001	nofreeze	100		1	1																																																																					0
DOUBLE TEMPERING - START	0																																																																																																							0
MAGIC ITEMS	0																																																																																																							0
Weapon + Tempering Stone + Eld Rune -> Tempered Weapon with Tempering Potential	1			100	18	400	1		2	weap,mag	afh						useitem			100	tempering-potential	100		5	8	tempering-potential	33		4	7	tempered			1	1																																																																					0
Armor + Tempering Stone + Eld Rune -> Tempered Armor with Tempering Potential	1			100	18	400	1		2	armo,mag	afh						useitem			100	tempering-potential	100		5	8	tempering-potential	33		4	7	tempered			1	1																																																																					0
Amulet + Tempering Stone + Eld Rune -> Tempered Amulet with Tempering Potential	1			100	18	400	1		2	amul,mag	afh						useitem			100	tempering-potential	100		5	8	tempering-potential	33		4	7	tempered			1	1																																																																					0
Ring + Tempering Stone + Eld Rune -> Tempered Ring with Tempering Potential	1			100	18	400	1		2	ring,mag	afh						useitem			100	tempering-potential	100		5	8	tempering-potential	33		4	7	tempered			1	1																																																																					0
Arrows/Bolts+ Tempering Stone + Eld Rune -> Tempered Arrows/Bolts with Tempering Potential	1			100	18	400	1		2	misl,mag	afh						useitem			100	tempering-potential	100		5	8	tempering-potential	33		4	7	tempered			1	1																																																																					0
RARE ITEMS	0								2																																																																																															0
Weapon + Tempering Stone + Amn Rune -> Tempered Weapon with Tempering Potential	1			100	18	400	1		2	weap,rar	afh						useitem			100	tempering-potential	100		5	8	tempering-potential	33		4	7	tempered			1	1																																																																					0
Armor + Tempering Stone + Amn Rune -> Tempered Armor with Tempering Potential	1			100	18	400	1		2	armo,rar	afh						useitem			100	tempering-potential	100		5	8	tempering-potential	33		4	7	tempered			1	1																																																																					0
